Incense burner with lotus scrolls,Unidentified Artist,late 15th–early 16th century,"29.110.27a, b",Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_27ab_74192.jpg,The Metropolitan Museum of Art
Daoist Riding Horned Animal,Tong Rênyi,Unknown Date,47.18.78,Album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153549.jpg,The Metropolitan Museum of Art
Teapot with Cover,Unidentified Artist,19th century,"24.80.486a, b",Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_486ab.JPG,The Metropolitan Museum of Art
Mythical landscape with immortals,Unidentified artist,19th century,13.220.83a–j,Silk tapestry (kesi) with sections of hand-painted ink and color,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13261-001.jpg,The Metropolitan Museum of Art
Double cup with mythical beasts,Unidentified Artist,18th century,2015.500.6.15,Rhinoceros horn,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP318354.jpg,The Metropolitan Museum of Art
Figure of a seated man,Unidentified Artist,5th century,50.221.3,Earthenware with pigments,China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_221_3_O1.jpg,The Metropolitan Museum of Art
One of a pair of boxes with elephants,Unidentified Artist,Unknown Date,"13.100.143a, b",Carved red lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-13_100_143ab-003.jpg,The Metropolitan Museum of Art
"Chrysanthemum-petal dish with tortoise, cranes, and flowers",Unidentified Artist,12th–early 13th century,2010.58,Porcelain with impressed design under glaze (Ding ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/2010_58_O1.jpg,The Metropolitan Museum of Art
Octagonal jar with cover,Unidentified Artist,19th century,"09.70.55a, b",Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market ),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86736.jpg,The Metropolitan Museum of Art
Traveling Amid Streams and Mountains,Liu Yu,1680,1989.363.134,Handscroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP205858_CRD.jpg,The Metropolitan Museum of Art
"Stele for the ""Spirit Road"" (leading to the tomb of) Feng Su",Unidentified Artist,20th century,1977.375.19,Ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1977_375_19_label_strip_sf.jpg,The Metropolitan Museum of Art
Panel,Unidentified Artist,early 18th century,60.104.4,"Silk, metallic thread;  lined with silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/171290.jpg,The Metropolitan Museum of Art
Immortal Liu Hai,Unidentified Artist,17th century,67.55.40,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15968-041.jpg,The Metropolitan Museum of Art
Covered Box,Unidentified Artist,Unknown Date,"29.100.359a, b",Porcelain with peachbloom glaze and green mottling,China,https://images.metmuseum.org/CRDImages/as/mobile-large/76021.jpg,The Metropolitan Museum of Art
Narcissus,Unidentified Artist,13th century,13.100.112,Fan mounted as an album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153523.jpg,The Metropolitan Museum of Art
Finial in the shape of a bird,Unidentified Artist,5th–3rd century BCE,1985.214.56,Bronze inlaid with gold and silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167789.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,18th century,02.18.896,Agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32698.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.513a, b",Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_513.jpg,The Metropolitan Museum of Art
Incense Burner with Cover,Unidentified Artist,Unknown Date,"79.2.990a, b",Porcelain with crackled glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_990ab_O1_sf.jpg,The Metropolitan Museum of Art
Covered Jar,Unidentified Artist,Unknown Date,"21.12.8a, b",Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/47401.jpg,The Metropolitan Museum of Art
Box with dragons in clouds,Unidentified Artist,mid-18th century,"2015.500.1.8a, b",Carved red lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP355735.jpg,The Metropolitan Museum of Art
Flower-Shaped Clothing Plaque,Unidentified Artist,7th–9th century,2002.556.43,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271878.jpg,The Metropolitan Museum of Art
Cricket cage,Unidentified Artist,18th–19th century,28.186.39,"Gourd, jade",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28_186_39.jpg,The Metropolitan Museum of Art
"Brush Pot with King Wen and the Scholar Jiang Taigong

",Unidentified Artist,mid-17th century,79.2.366,"Porcelain with incised decoration painted with cobalt blue under transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP342598.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.188,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/20729.jpg,The Metropolitan Museum of Art
Model of a Brazier,Unidentified Artist,1st–2nd century,1994.605.27,Earthenware with green lead glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/272397.jpg,The Metropolitan Museum of Art
After Wang Xianzhi&#39;s (344–385) Foxglove Broth Letter,Wen Peng,dated 1567,1989.363.70,Folding fan mounted as an album leaf; ink on gold paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153826.jpg,The Metropolitan Museum of Art
Drunk in Autumn Woods,Shitao (Zhu Ruoji),ca. 1702,1987.202,Hanging scroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13954-002.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.145,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/20808.jpg,The Metropolitan Museum of Art
Jar,Unidentified Artist,Unknown Date,24.170.11,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_170_11_O1_sf.jpg,The Metropolitan Museum of Art
Vase with scholar&#39;s objects,Unidentified Artist,19th century,79.2.344,"Porcelain with blue glaze and raised decoration (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28229.jpg,The Metropolitan Museum of Art
Cicada,Unidentified Artist,late 19th to early 20th century,13.40.212,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_212_15156.jpg,The Metropolitan Museum of Art
Slippers,Unidentified Artist,late 19th century,"1991.213a, b",Silk satin embroidered with silk and metallic thread,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14491.jpg,The Metropolitan Museum of Art
Cup,Unidentified Artist,Unknown Date,79.2.519,Porcelain painted in overglaze polychrome enamels and gilt,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_519_O1_sf.jpg,The Metropolitan Museum of Art
Dish with ladies,Unidentified Artist,late 17th–early 18th century,18.61.3,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/18_61_3_O1_sf.jpg,The Metropolitan Museum of Art
Ring,Unidentified Artist,3rd–2nd century BCE,1985.214.128,Bone,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_128.jpg,The Metropolitan Museum of Art
Seal,Unidentified Artist,Unknown Date,58.64.16,Bamboo,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_64_16_O1.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,19th century,93.3.501,Porcelain with flambé glaze (Guangdong ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/30163.jpg,The Metropolitan Museum of Art
Model of House with Three Windows,Unidentified Artist,Unknown Date,1994.605.76,Stoneware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/272401.jpg,The Metropolitan Museum of Art
Covered flask with poet Li Bai and landscape,Unidentified Artist,19th century,"79.2.460a, b",Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/28175.jpg,The Metropolitan Museum of Art
Standing Farmer holding a Pitchfork,Unidentified Artist,Unknown Date,1994.605.92,Earthenware with green lead glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/272399.jpg,The Metropolitan Museum of Art
Handle-shaped object,Unidentified Artist,Unknown Date,24.51.2,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/56353.jpg,The Metropolitan Museum of Art
Box with cover and tray,Unidentified Artist,17th century?,13.100.138,"Carved lacquer, filled in and polished",China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_100_138_O1.JPG,The Metropolitan Museum of Art
Tile,Unidentified Artist,Unknown Date,10.202.21,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/10_202_21.JPG,The Metropolitan Museum of Art
Chisel,Unidentified Artist,Unknown Date,13.40.18,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15318.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,02.18.460,"Nephrite, dark gray grading down to lighter shades",China,https://images.metmuseum.org/CRDImages/as/mobile-large/32758.jpg,The Metropolitan Museum of Art
Clouds and Spring Trees at Dusk,Gu Yun,dated 1888,1988.324.5,Album leaf; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164347.jpg,The Metropolitan Museum of Art
"Altar Bowl with Winged Animals among Waves

",Unidentified Artist,mid-15th century,1984.361,"Porcelain painted with cobalt blue under and red enamel over transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-041.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,91.1.374,Porcelain with robin's-egg glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/91_1_374_O1_sf.jpg,The Metropolitan Museum of Art
Mirror Case,Unidentified Artist,18th–19th century,30.75.645,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79467.jpg,The Metropolitan Museum of Art
Man on a Bridge,Ren Yi (Ren Bonian),dated 1889,1986.267.50,Hanging scroll; ink on bark paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1986_267_50.JPG,The Metropolitan Museum of Art
Bottle vase,Unidentified Artist,early 18th century,14.40.346,Porcelain with crackled green glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_346_O1_sf.jpg,The Metropolitan Museum of Art
"Tea-bowl stand with phoenixes amid flowers
",Unidentified Artist,Unknown Date,2015.500.1.35,Carved red lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704282.jpg,The Metropolitan Museum of Art
Plate with bamboo and grape vines,Unidentified Artist,mid-18th century,79.2.490,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_490_O1_sf.jpg,The Metropolitan Museum of Art
Vessel (Kendi),Unidentified Artist,11th–13th century,1986.344,Earthenware with amber-colored glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/240380.jpg,The Metropolitan Museum of Art
Jewelry set,Unidentified Artist,ca. 1900,2005.357a–e,silver,China (Miao-Gejia),https://images.metmuseum.org/CRDImages/as/mobile-large/TR.364.3a-e.2005.jpg,The Metropolitan Museum of Art
Belt Hook in the Shape of an Ungulate,Unidentified Artist,5th century BCE,2002.201.47,Bronze,Northwest China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_47_O1.jpg,The Metropolitan Museum of Art
Fragment of a Jar (Study Collection),Unidentified Artist,Unknown Date,1982.464.26,Unglazed gray ware with impressed decoration,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1982_464_26.jpg,The Metropolitan Museum of Art
Page from the Ten Bamboo Studio Manual of Painting and Calligraphy,Hu Zhengyan,first edition printed in 1633,CP97,Individual leaf from a printed book; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-26864-001.jpg,The Metropolitan Museum of Art
Notched Disk,Unidentified Artist,Unknown Date,1999.302,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT4433.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,second half 18th century,50.145.321,Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24482-001.jpg,The Metropolitan Museum of Art
Dish,Unidentified Artist,Unknown Date,24.80.407,Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_407_56992.jpg,The Metropolitan Museum of Art
Covered bowl with Thai mythical figures,Unidentified Artist,19th century,"09.70.31a, b",Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86730.jpg,The Metropolitan Museum of Art
"Tiered box with a praying official
",Unidentified Artist,late 14th century,2015.500.1.83a–d,"Carved black lacquer on gilded ground

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP256069.jpg,The Metropolitan Museum of Art
Bead,Unidentified Artist,Unknown Date,13.40.94,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_94_15206.jpg,The Metropolitan Museum of Art
Immortal Holding a Peach,Unidentified Artist,16th century,26.114.4,Silk tapestry (kesi),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP225808.jpg,The Metropolitan Museum of Art
Snuff bottle,Unidentified Artist,19th century,"21.175.204a, b",Amber with blue glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321812.jpg,The Metropolitan Museum of Art
Minature vase with floral patterns,Unidentified Artist,early 18th century,79.2.175,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/27874.jpg,The Metropolitan Museum of Art
Landscape,Unidentified artist,Unknown Date,13.220.99e,Album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154411.jpg,The Metropolitan Museum of Art
Tomb guardian,Unidentified Artist,late 7th–first half of the 8th century,11.83.1,Earthenware with three-color (sancai) glaze and pigments,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11052.jpg,The Metropolitan Museum of Art
Vessel in the shape of a bird with archaic designs,Unidentified Artist,late 18th–early 19th century,"02.18.832a, b",Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP326720.jpg,The Metropolitan Museum of Art
Ring Handle,Unidentified Artist,Unknown Date,49.137.9,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167717.jpg,The Metropolitan Museum of Art
Seal,Unidentified Artist,Unknown Date,13.40.125,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_125_O1.jpg,The Metropolitan Museum of Art
Mountain Scene,Unidentified Artist,18th century,02.18.467,Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/83077.jpg,The Metropolitan Museum of Art
Covered jar with dragons,Unidentified Artist,18th century,"25.222.7a, b",Porcelain painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/62562.jpg,The Metropolitan Museum of Art
Letter by Yu Shinan (558-638),Wang Duo,dated 1637,1989.363.115,Folding fan mounted as an album leaf; ink on gold-flecked paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153875.jpg,The Metropolitan Museum of Art
Viewing Antiquities Hall,Jian Guzhai,late 19th–early 20th century,30.76.258,Pine soot and binding medium; inscribed in gilt,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_258_F.jpg,The Metropolitan Museum of Art
Cup,Unidentified Artist,18th century,50.221.30,Porcelain painted with ox blood red glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_221_30_O1_sf.jpg,The Metropolitan Museum of Art
Medallion,Unidentified Artist,18th–19th century,30.75.818,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79989.jpg,The Metropolitan Museum of Art
Mirror with four felines,Unidentified Artist,4th–3rd century BCE,1985.214.19,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167760.jpg,The Metropolitan Museum of Art
Figure of Entertainer,Unidentified Artist,Unknown Date,36.12.1,Pottery with slip and traces of red paint,China,https://images.metmuseum.org/CRDImages/as/mobile-large/102717.jpg,The Metropolitan Museum of Art
Mirror with eight-point design,Unidentified Artist,1st century,12.37.131,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/12_37_131.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.140,Silk;  on silk;  metallic trim,China,https://images.metmuseum.org/CRDImages/as/mobile-large/78627.jpg,The Metropolitan Museum of Art
Head of Bodhisattva,Unidentified Artist,8th century,21.175.406,Marble covered with lime deposit,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP137156.jpg,The Metropolitan Museum of Art
Girdle plaque,Unidentified Artist,Unknown Date,02.18.559,"Nephrite, white with greenish-gray tint",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_559_O1_sf.jpg,The Metropolitan Museum of Art
Card Case,Unidentified Artist,18th–19th century,30.75.703,"Silk, gold?; porcelain",China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-30_75_703-001.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,50.221.48,Porcelain with coral red glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_221_48_O1_sf.jpg,The Metropolitan Museum of Art
Vase with Immortals Offering the Peaches of Longevity,Unidentified Artist,Unknown Date,14.40.331,"Porcelain, overglaze enamels",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP225243.jpg,The Metropolitan Museum of Art
Rug,Unidentified Artist,19th century,36.153.2,"Warp and weft cotton; pole silk;
Sehna knot",China,https://images.metmuseum.org/CRDImages/as/mobile-large/ASA39.jpg,The Metropolitan Museum of Art
Bamboo,Zheng Xie,Unknown Date,68.212.2,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/190532.jpg,The Metropolitan Museum of Art
Inkstone with phoenix design,Gu Erniang,18th century,1989.99.1a–d,Limestone,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT6083.jpg,The Metropolitan Museum of Art
Bottle vase,Unidentified Artist,late 17th–early 18th century,14.40.111,Porcelain with copper red glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_111_whs-003.jpg,The Metropolitan Museum of Art
Bowl with stylized clouds,Unidentified Artist,13th–14th century,29.100.246,Stoneware with red and green enamels (Cizhou-type ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/75955.jpg,The Metropolitan Museum of Art
Knife coin,Unidentified Artist,Unknown Date,11.190.242,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_242_11843.jpg,The Metropolitan Museum of Art
Stem cup,Unidentified Artist,late 6th–early 7th century,2006.454,Glazed stoneware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2006_454_O1.jpg,The Metropolitan Museum of Art
Rank Badge with Silver Pheasant,Unidentified Artist,19th century,30.75.977,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79758.jpg,The Metropolitan Museum of Art
Seated Buddha,Unidentified Artist,16th–19th century,30.76.135,Unglazed pottery,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_135_O1.jpg,The Metropolitan Museum of Art
Five poems,Shitao (Zhu Ruoji),ca. 1700,1989.363.152,Folding fan mounted as an album leaf; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153892.jpg,The Metropolitan Museum of Art
Furniture Cover for Throne Seat (?),Unidentified Artist,Unknown Date,49.6.5,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/142857.jpg,The Metropolitan Museum of Art
Jar with peony scroll,Unidentified Artist,14th century,"34.113.6a, b",Porcelain with raised decoration under celadon glaze (Longquan ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP335589.jpg,The Metropolitan Museum of Art
Buddha,Unidentified Artist,dated 680,1997.442.3,Marble,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164053.jpg,The Metropolitan Museum of Art
Sample of Rock Crystal,Unidentified Artist,20th century,1981.296.43,Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_43_O1.jpg,The Metropolitan Museum of Art
Water Coupe,Unidentified Artist,Unknown Date,79.2.962,Porcelain painted in enamels on the biscuit,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29863.jpg,The Metropolitan Museum of Art
Snuff bottle with stopper,Unidentified Artist,18th–19th century,"02.18.959a, b","Agate, rock crystal",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_959.JPG,The Metropolitan Museum of Art
Tube: Emblem of Earth,Unidentified Artist,Unknown Date,16.144.36,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/34669.jpg,The Metropolitan Museum of Art
Cup with ring handle,Unidentified Artist,8th century,1974.274.1,Gilt bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1974_274_1.JPG,The Metropolitan Museum of Art
Vase,Unidentified Artist,early 18th century,79.2.99,Porcelain with black glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_99_O1_sf.jpg,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,18th century,46.186.87,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/163715.jpg,The Metropolitan Museum of Art
The Smoke and Clouds Unfolding and Folding,Jian Guzhai,late 19th–early 20th century,30.76.239,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_239_B.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.567a, b",Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_567_O1.jpg,The Metropolitan Museum of Art
Incense burner with floral pattern,Unidentified Artist,17th–18th century,2019.317,Copper alloy with parcel-gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-TR_124_3ab_2019_002.jpg,The Metropolitan Museum of Art
Tile,Unidentified Artist,Unknown Date,10.202.4,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/10_202_4.JPG,The Metropolitan Museum of Art
Vase,Unidentified Artist,early 17th century,24.80.159,Porcelain painted in underglaze blue and overglaze enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_159.jpg,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,17th–18th century,46.186.18,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176014.jpg,The Metropolitan Museum of Art
Cushion Cover,Unidentified Artist,19th century,17.126.2,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/37083.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,02.18.873,Carnelian-agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_873_O2.jpg,The Metropolitan Museum of Art
Head of a Buddha,Unidentified Artist,mid-6th century,2001.422,Limestone with traces of pigment and gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP170247.jpg,The Metropolitan Museum of Art
The Tower Surrounded by Green,Jian Guzhai,late 19th–early 20th century,30.76.223,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_223_F.JPG,The Metropolitan Museum of Art
Eyeglasses Case Bag with Bamboo on Fretwork Background,Unidentified Artist,18th–19th century,30.75.723,Silk and metallic thread embroidery on silk gauze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79485.jpg,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,17th century,46.186.80,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/163711.jpg,The Metropolitan Museum of Art
Snuff Bottle with Stopper,Unidentified Artist,19th century,"21.175.206a, b",Yunan rock amber with glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_206ab_O1.jpg,The Metropolitan Museum of Art
Bowl (one of a pair),Unidentified Artist,late 16th–17th century,50.145.261,"Porcelain with low- and high-relief and pierced decoration, in the biscuit and under a clear glaze",China,https://images.metmuseum.org/CRDImages/as/mobile-large/201688.jpg,The Metropolitan Museum of Art
Piece,Unidentified Artist,Unknown Date,96.14.708,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP12126.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.29,Porcelain		,China,https://images.metmuseum.org/CRDImages/as/mobile-large/20987.jpg,The Metropolitan Museum of Art
Rank Badge with Lion,Unidentified Artist,15th century,1988.154.1,Silk and metallic-thread embroidery on silk gauze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT5093.jpg,The Metropolitan Museum of Art
Square vase with floral patterns,Unidentified Artist,19th century,50.221.6,Porcelain with polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_221_6_O1_sf.jpg,The Metropolitan Museum of Art
Elephant-Shaped Kendi Drinking Vessel,Unidentified Artist,late 16th century,2003.232,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP274931.jpg,The Metropolitan Museum of Art
Scabbard slide,Unidentified Artist,4th–2nd century BCE,1985.214.102,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_102_238564.jpg,The Metropolitan Museum of Art
Bowl with floral scrolls,Unidentified Artist,20th century,27.90.1,Porcelain with bluish white glaze (Jingdezhen qingbai ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/67149.jpg,The Metropolitan Museum of Art
Tiger: emblem of the West,Unidentified Artist,Unknown Date,11.190.143,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_143_11805.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.519a, b",Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_519.jpg,The Metropolitan Museum of Art
Bowl imitating carved lacquer,Unidentified Artist,18th century,2010.430,Porcelain with molded decoration and gilt interior (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/2010_430_O1.jpg,The Metropolitan Museum of Art
Wrist rest,Unidentified Artist,Unknown Date,58.64.2,Bamboo,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_64_2_F.jpg,The Metropolitan Museum of Art
Pavilion amongst Wintry Trees after Ni Zan,Qi Zhijia,dated 1661,2000.665.1,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2000_665_1.jpg,The Metropolitan Museum of Art
Snuff bottle with stopper,Unidentified Artist,19th century,"14.40.430a, b",Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_430.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,Unknown Date,29.110.38,Cloisonné enamel on gilt copper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_38_74195.jpg,The Metropolitan Museum of Art
Panel from a Buddhist Ritual Crown Depicting Vairocana,Unidentified Artist,late 13th–early 14th century,1997.152,Distemper on wood,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/DP12791-001.jpg,The Metropolitan Museum of Art
Fragment of Rug,Unidentified Artist,17th century(?),23.211.5,"Foundation: undegummed wilk silk warp, cotton weft;  wool or silk knotting",China,https://images.metmuseum.org/CRDImages/as/mobile-large/54404.jpg,The Metropolitan Museum of Art
Piece of Gourd Material for Polishing Wheel,Unidentified Artist,20th century,1981.296.73,Gourd,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_73_O1.jpg,The Metropolitan Museum of Art
Wedding Festival Hanging,Unidentified Artist,18th century,1977.321.2,Silk and gold,China,https://images.metmuseum.org/CRDImages/as/mobile-large/RT782.jpg,The Metropolitan Museum of Art
