Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Tomb jar,,early 1st-early 3rd century,F1900.45,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7968_01
Ornament in the form of a boar,,206 BCE-220 CE,F1916.303,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_07
Young woman reading a book of poems,Traditionally attributed to Sheng Shiyan (13th century),16th-17th century,F1919.155,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8543_31
Lidded food cauldron (<em>ding</em>) with painted decoration,,206 BCE-220 CE,F1968.34a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7597_09
Disk (<em>bi</em> ç§),,ca. 3000-ca. 1700 BCE,F1919.21,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.21_001
"Tomb vessel with lid (""hill jar"")",,early 1st-early 3rd century,F1906.246a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7361_43
Landscape: mountains and water; a figure under a pine tree,,16th-early 17th century,F1907.142,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5610_03
Mirror,,206 BCE-220 CE,F1907.520,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5992_10
Harness fitting (fragment),,206 BCE-220 CE,F1916.297a-b,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_18
"Beaker-shaped vase, from a five-piece garniture (F1980.190-.194)",,1662-1722,F1980.193a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7761_16
Zhongli Quan Seeking the Dao,Traditionally attributed to Jing Hao (å³)èæµ© (ca. 870-ca.935),13th-14th century,F1909.168,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8277_01
Spray of roses,Formerly attributed to Xu Xi (active mid-10th century),1368-1644,F1909.243a,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5413_01
A Tartar Huntsman on His Horse,Formerly attributed to Zhao Mengfu è¶å­é « (1254-1322),15th century,F1911.266,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5917_10
Sixteen Luohans,Formerly attributed to Zhao Mengfu è¶å­é « (1254-1322),16th century,F1911.516,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7468_24
Ornament in the form of a bear,,206 BCE-220 CE,F1915.161,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_19
A Dragon and clouds,Traditionally attributed to Chen Rong (active 1235-after 1262),1368-1644,F1916.45,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5771_07
Washing the White Elephant,Formerly attributed to Zhao Lingjun (active late 11th century),16th-17th century,F1917.113,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5732_06
"Bringing Home the Horses, Taking the Oxen to Pasture",Formerly attributed to Liang Kai æ¢æ¥· (late 12th-early 13th century),16th-17th century,F1917.186,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6377_01
Seal,,1851-1861,F1917.64,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8240_14
The captivity of Cai Wenji,Formerly attributed to Li Cheng ææ (919-967),14th-15th century,F1918.52,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.52_004
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1917.88,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.88_001
Seated Buddha with bodhisattvas (obverse); Seated Buddha and Prabhutaratna (reverse),,dated 548 CE,F1909.91,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7734_02
Boy on a water buffalo,Qin Shunyou (ca. 1666-ca. 1750),16th-17th century,F1911.485,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7113_02
Viewing Distant Peaks from a Mountain Pavilion,Formerly attributed to Ma Yuan é¦¬é  (active late 12th-early 13th century),15th century,F1912.4,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-1273-21h
Tally in the form of a tiger,,206 BCE-220 CE,F1913.108,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_03
Ring,,5th-4th century BCE,F1915.340,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5384_03
Ornament in the form of a man with an animal,,206 BCE-220 CE,F1916.314,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_19
The Shanglin Park: Imperial Hunt,Formerly attributed to Qiu Ying ä»è± (ca. 1494-1552),17th century,F1917.133,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7504_35
River Landscape: fishermen in boats,,15th century,F1919.138,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8336_10
"Blade, recut",,ca. 3000-1700 BCE,F1917.23,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.23_001
"Pendant with dragon head, one of a pair",,20th century,F1918.43,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7535_17
Landscape: houses and a brook in a mountain gorge,Formerly attributed to Zhang Hong (1577-after 1668),17th century,F1911.167g,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7444_10
Tongue amulet in the form of a cicada (<em>hanchan</em>),,206 BCE-220 CE,F1914.102,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5933_03
Garment hook (<em>gou</em>),,206 BCE-220 CE,F1916.201,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7624_14
Bracelet,,ca. 3300-2250 BCE,F1918.46,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.46_001
Tomb jar,,early 1st-early 3rd century,F1905.87,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5114_02
Support in the form of a bear,,206 BCE-220 CE,F1915.152,Furniture and Furnishing,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_16
"Flowing Water, Wind in the Pines",Traditionally attributed to Juran (å³)å·¨ç¶ (active 960-986),15th century,F1915.22,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8251_02
Eight Steeds and a Groom,,17th century,F1915.5,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7471_40
Model (positive) for casting a metal monster mask,,late 3rd century BCE-early 3rd century CE,F1916.11,Model,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7435_09
Dagger-axe (<em>ge</em>),,ca. 12th-11th century BCE,F1916.270a-b,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_10
"Oracle bone, inscribed",,ca. 1600 - ca. 1050 BCE,FSC-O-34,Unclassified,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-FSC-O-34_1
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1918.45,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.45_001
Axe (<em>fu</em> æ§),,ca. 3300-2250 BCE,F1919.39,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.39_001
Tomb jar,,early 1st-early 3rd century,F1902.202,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7043_06
"Snow Clearing on Mountains and Rivers, after Wang Wei",Formerly attributed to Zhao Yuan (mid- to late 14th century),16th-17th century,F1909.210,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7462_32
Mirror,,2nd-3rd century,F1909.341a-b,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5993_04
"Pedestal with Buddha, bodhisattvas, and monks",,581-618,F1909.85,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7754_33
Elegant Gathering in the Western Garden,,16th century,F1911.523,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6693_05
The Discourse of Vimalakirti and Manjusri,Formerly attributed to Zhou Fang (å³)å¨æ (ca. 730-ca. 800),16th-17th century,F1916.524,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.524_001
Tapestry: five sages in a garden under pines,,1368-1911,F1916.548,Costume and Textile,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6835_02
Ornament in the form of a dragon head (fragment),,206 BCE-220 CE,F1916.713,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_19
Sun and moon over land and sea,Formerly attributed to Emperor Ming of the Jin dynasty (reigned 323-325),17th-18th century,F1917.187,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7074_05
Finial in the form of a bird,,206 BCE-220 CE,F1917.324,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7729_27
Cylindrical bead,,ca. 3300-2250 BCE,F1916.762,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.762_001
Disk (<em>bi</em>) with knobs,,475-100 BCE,F1917.356,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6020_08
Decorative fitting for an ornamental comb,,ca. 3300-2250 BCE,F1917.382,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.382_001
Eight-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-2250 BCE,F1918.14,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.14_001
Autumn River in the Rain and Clouds,Formerly attributed to Xu Daoning (ca. 1000-after 1066),16th century,F1911.231,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7326_13
Ritual vessel (<em>kuei</em>) with cover,,8th century BCE,F1911.58a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7775_08
Ring,,475-221 BCE,F1912.43,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6275_12
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1914.66a-b,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1914.66_001
Mandarin Ducks under Smartweed,Formerly attributed to Xu Xi (active mid-10th century),16th century,F1909.192,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-1276-16h
Circular plaque with Buddhist trinity on obverse and brief inscription on reverse,,Dated 500 CE,F1910.13,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7423_18
Five hundred Luohan,Daohong (early 15th century),1427,F1911.190,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6472_03
Chariot fitting: axle cap,,1050-221 BCE,F1913.125,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6072_01
Reclining water buffalo,,206 BCE-220 CE,F1919.54,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7679_11
Harvesting knife (<em>hu</em>) with dragons,,5th-4th century BCE,F1968.38,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7679_23
Two Male Figures With a Toad,Formerly attributed to Liang Kai æ¢æ¥· (late 12th-early 13th century),17th century,F1904.200,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6541_04
Sheep and goats on the banks of a stream,Formerly attributed to Li Di (active late 12th-early 13th century),1368-1644,F1911.217,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7475_03
"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)",,960-1127,F1916.719a-b,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7742_18
Wood Yong Bell,,475-221 BCE,FSC-W-27,Musical Instrument,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-FSC-W-27
"Six-tier tube (<em>cong</em> ç®) with masks, probably recut",,ca. 3300-2250 BCE,F1916.157,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.157_001
Mirror,,8th century,F1907.515,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5992_05
Mirror,,206 BCE-9 CE,F1911.120,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5995_01
Head of a tomb model of a dog,,early 1st-early 3rd century,F1916.413,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7411_19
Camel(?)-shaped ornament (fragment),,206 BCE-220 CE,F1916.449,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7603_15
Scholar and attendants,Formerly attributed to Lu Tanwei (active 460s-early 500s),1368-1644,F1916.567,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7476_02
The Immortal Liu Hai,Formerly attributed to Liu LÃ¼zhong (12th century),16th-17th century,F1919.168,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5124_07
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1916.504,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.504_001
Five-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-2250 BCE,F1917.95,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.95_001
"Seated Buddhas, bodisattva (<em>Samantabhadra</em>) with elephant, and other figures",,386-535,F1909.294,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7755_19
A royal barge at sea,,16th-17th century,F1915.135.1,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7425_01
Bringing a Lute to an Immortal's Pavilion,Formerly attributed to Guo Zhongshu (å³)é­å¿ æ (910-977),14th century,F1919.128,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6061_08
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1917.19,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.19_001
Hawk on a leafless branch,Formerly attributed to Li You (11th or 12th century),1279-1368,F1909.248a,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7406_04
Seated Buddha (fragment),,534-555,F1909.82,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7734_01
Landscape: rain in a mountain gorge,Formerly attributed to Mi Fu (å³)ç±³è¾ (1052-1107),16th century?,F1917.125,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5732_11
Mirror (<em>chien</em>),,2nd-6th century,F1917.165,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7681_04
Support in the form of a bear,,206 BCE-220 CE,F1918.50,Furniture and Furnishing,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_25
Disk (bi) with knobs (fragments),,475 BCE-9 CE,FSC-G-48a-b,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8519_12
Spearhead (<em>maotou</em>),,770-221 BCE,F1911.63,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7727_02
Two pied wagtails,,14th century?,F1915.7,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7454_49
Sakyamuni Seated Upon Three Demon-like Creatures,Formerly attributed to Guanxiu (å³)è²«ä¼ (822-912),14th-15th century,F1916.82,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8151_11
Squabbling Mynas above a Brook,,15th-16th century,F1917.338,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5817_10
Lid of a You vessel,,ca. 1600-1050 BCE,FSC-B-607,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-FSC-B-607_1-000001
Helmet,,206 BCE-220 CE,F1925.13,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5300_01
"The Celestial Worthy Taiyi, Who Delivers from Suffering",,13th-14th century,F1904.341,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5621_02
The Lotus Society,Traditionally attributed to Li Gonglin (å³)æå¬éº (ca. 1049-1106),16th century,F1911.201,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8215_04
Admonishing in Chains,Traditionally attributed to Yan Liben (ca. 600-674),15th century,F1911.235,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8018_09
Finial,,475-221 BCE,F1911.86,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7765_01
Mask and ring handle,,206 BCE-220 CE,F1915.328,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7765_02
Garment hook (<em>daigou</em>),,5th-4th century BCE,F1916.254,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8167_26
Lobed ladle with floral scrolls,,late 7th-early 8th century,F1944.58,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6223_12
Dagger-axe (<em>ge</em>),,5th-3rd century BCE,F1979.7,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7768_18
Two-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-ca. 2250 BCE,F1918.20,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.20_001
Luohan Laundering,Lin Tinggui æåº­æ¡ (active late 12th century),1178,F1902.224,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8183_02
Tomb jar,,early 1st-early 3rd century,F1906.247,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7361_45
Buddha Mile (Maitreya),,Dated 451,F1911.121a-b,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6741_08
Bodhisattvas with lions and figures,,possibly 581-618,F1913.76,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7756_17
A crouching figure,,3rd century BCE,F1916.323,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7624_19
Fitting (fragment),,ca. 1050-221 BCE,F1916.352,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_28
Tiger-shaped ornament or weight,,220-589,F1916.444,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7603_12
Mirror (<em>chien</em>),,206 BCE-220 CE,F1917.194a-b,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7681_07
Dagger-axe (<em>ge</em>) with dragons,,ca. 1300-1200 BCE,F1950.9,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7405_34
Forked blade (<em>zhang</em> ç),,ca. 2000-1700 BCE,F1916.491,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.491_001
Sword fitting: scabbard ornament; flattened bell shape,,4th-3rd century BCE,F1919.42,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.42_001
River Valley with houses and temples,Formerly attributed to Dong Yuan (å³)è£æº (died 962),15th-16th century,F1911.200,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7453_30
Seated Buddhist figure: high octagonal pedestal and perforated background,,8th century,F1912.76,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8535_42
Standing Buddha (fragment),,Dated 538 CE,F1913.74,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7756_15
Garment hook (<em>gou</em>),,4th-3rd century BCE,F1915.176,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_20
"Portraits of Three Scholars: Cheng Hao, Cheng Yi, and Zhu Xi",Liu Minshu (13th-14th century),13th-14th century,F1916.584,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5675_06
Fragments of a mirror; quatrefoil,,475-221 BCE,FSC-B-509,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8513_22
Buddhist stele,,ca. 520s,F1968.54,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8086_19
Luohan Meditating in a Grotto,Formerly attributed to Guanxiu (å³)è²«ä¼ (822-912),1345?,F2002.4,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6130_05
"Pendant with dragon heads, vase, and raised linked curls",,475-221 BCE,F1932.39,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7766_27
Birds and plum-blossoms,,1368-1644,F1909.246j,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6544_10
Mirror,,25-220,F1911.119,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5994_12
Scenes from the Life of Tao Yuanming (part 1),,1368-1644,F1911.525,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7470_17
Standing Buddha,,possibly 555,F1913.17,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7756_01
Manjusri,,1279-1644,F1916.190,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5781_12
"Tapestry: a bowl, two jars, flowers, and fruit",,1368-1644,F1916.549,Costume and Textile,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5674_01
Forked blade (<em>zhang</em> ç),,ca. 2000-1600 BCE,F1916.493,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.493_001
Palace Ladies by a Lotus Pond,Formerly attributed to Zhou Wenju (å³)å¨æç© (active mid-10th century),18th century,F1903.114,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6047_03
Playing the Zither under Pine Trees,Formerly attributed to Qian Xuan é¢é¸ (late 13th century),1368-1644,F1909.248e,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7406_08
Garment hook (<em>daigou</em>),,4th-3rd century BCE,F1916.267,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7760_01
Two-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-ca. 2250 BCE,F1917.367,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.367_001
Dragons in clouds,Zhou Xun (1649-1729),1684,F1909.378a-h,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7436_25
Birds and Fruit,Wu Zhang (1671-after 1741),1741,F1911.502e,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7430_08
Disk (<em>bi</em>),,206 BCE-9 CE,F1914.49,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8239_06
Winter Trees and Snowy Peaks,Formerly attributed to Jiang Shen (ca. 1090-1138),17th century,F1919.117,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5847_07
Terminal chock from a chariot,,5th-4th century BCE,F1932.15a-b,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1932.15a-b_001
Tube (<em>cong</em> ç®),,ca. 3000-ca. 1700 BCE,F1919.45,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.45_001
Ritual wine container with lid (<em>you</em>),,ca. late 11th century-early 10th century BCE,F1911.36a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7372_13
Garment hook (<em>daigou</em>),,206 BCE-220 CE,F1916.200a-b,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7624_13
Travelers Among Mountains and Streams,Traditionally attributed to Dong Yuan (å³)è£æº (died 962),1368-1644,F1919.134,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8278_13
Stopping the Zither to Watch the Waterfall,Formerly attributed to Li Sihui (mid 7th-early 8th century),16th century,F1919.152,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5372_09
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1916.507,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.507_001
"Dagger-axe (<em>ge</em> æ), fragment",,ca. 1300-ca. 1050 BCE,F1917.37,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.37_001
Disk (<em>bi</em> ç§),,ca. 3000-ca. 1700 BCE,F1918.33,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.33_001
Ritual grain server (<em>gui</em>),,ca. 1200-1050 BCE,F1894.17,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8148_04
Tomb jar,,early 1st-early 3rd century,F1902.200,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5113_05
Eight designs of flowers,Formerly attributed to Huang Jucai (933-after 993),1368-1644,F1911.157a-h,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7436_45
Ornament: animal statuette,,220-589,F1915.207,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7631_07
Landscape,Formerly attributed to Mi Fu (å³)ç±³è¾ (1052-1107),1368-1644,F1917.341,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5817_11
"Oracle bone, inscribed",,ca. 1600 - ca. 1050 BCE,FSC-O-35,Unclassified,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-FSC-O-35_1
Tube (<em>cong</em> ç®),,ca. 2250-ca. 1900 BCE,F1917.41,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.41_001-000001
Tomb tripod vessel,,early 1st-early 3rd century,F1907.52.1,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5113_08
Bees hovering over flowers,Formerly attributed to Zhao Boju (ca. 1120s-ca.1162),18th century,F1909.249b,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7406_16
Buddha (fragment),,possibly 386-535,F1909.87,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7754_37
Waiting in a Pavilion for a Boat,,15th-16th century,F1911.162c.1-2,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8109_02
Scenes from the Lives of Famous Men (part 1),Formerly attributed to Liu Songnian (å³)åæ¾å¹´ (ca. 1150-after 1225),16th-17th century,F1914.60,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7471_26
Eggplant,Traditionally attributed to Qian Xuan é¢é¸ (late 13th century),14th century,F1915.17,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7472_16
Palace in the Mountains,Traditionally attributed to Zhao Boju (ca. 1120s-ca.1162),16th-17th century,F1916.55,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5772_01
Young bamboos,,17th century,F1916.88,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5779_11
Eggplant,Formerly attributed to Zhang Sengyou (ca. 500-550),1368-1644,F1919.132,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5847_11
Two-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-ca. 2250 BCE,F1916.500,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.500_001
"Landscape: trees, houses and a stream among hills",,1368-1644,F1909.246f,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6543_07
Two ducks in the water,Formerly attributed to Emperor Huizong (1082-1135 (reigned 1101-1125)),1368-1644,F1911.194,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7453_08
The Wangchuan Villa,Traditionally attributed to Guo Zhongshu (å³)é­å¿ æ (910-977),17th century,F1911.205,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7325_45
Standing Guanyin,Probably by Zhang Hong (1577-after 1668),17th century,F1911.285,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5712_03
Ritual serving vessel with lid (<em>fu</em>) and dragons,,6th century BCE,F1913.14a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7357_02
Pottery: Unidentified form,,3rd century BCE,F1914.108,Unclassified,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7395_15
